11,男,86,新北市,每週3次,HTC,Spotify,KKBOX,Apple Music,Spotify		,KKBOX		,Apple Music		,My Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,000以下",Spotify
22,女,73,台北市,每週3次,iPhone,Spotify,KKBOX,Apple Music,Spotify		,Apple Music		,Mixer Box		,KKBOX		,My Music		,Street Voice 街聲		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",Spotify
40,男,88,高雄市,每週3次,Samsung,Spotify,KKBOX,Apple Music,Spotify		,KKBOX		,Apple Music		,My Music		,QQ音樂,Street Voice 街聲		,Mixer Box		,會,每週3次,無,我不願意使用YouTubeMusic,學生 - 未兼職,"$5,000以下",Spotify
0,女,87,台北市,每週3次,Samsung,KKBOX,Spotify,Apple Music,KKBOX		,Spotify		,Apple Music		,My Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,會,每週4次以上,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,001-$10,000",KKBOX
7,女,85,台北市,每週3次,iPhone,KKBOX,Spotify,Apple Music,KKBOX		,Spotify		,Apple Music		,My Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我不願意使用YouTubeMusic,學生 - 兼職打工/實習,"$5,001-$10,000",KKBOX
20,男,84,台北市,每週3次,iPhone,KKBOX,Spotify,Apple Music,Apple Music		,KKBOX		,Spotify		,Mixer Box		,My Music		,QQ音樂,Street Voice 街聲		,不會,NONE,無,我不願意使用YouTubeMusic,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",KKBOX
29,男,86,桃園市,每週3次,iPhone,KKBOX,Spotify,Apple Music,Spotify		,KKBOX		,Apple Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,My Music		,會,每週4次以上,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 未兼職,"$5,000以下",Apple Music
9,男,60,屏東縣,每週3次,SONY,Spotify,KKBOX,iTunes,Spotify		,KKBOX		,Apple Music		,My Music		,Street Voice 街聲		,QQ音樂,Mixer Box		,會,每二週1次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$90,001-$100,000",Spotify
41,女,86,高雄市,每週3次,iPhone,KKBOX,Spotify,joox,Apple Music		,Spotify		,KKBOX		,QQ音樂,My Music		,Mixer Box		,Street Voice 街聲		,會,每週4次以上,有,我不願意使用YouTubeMusic,學生 - 兼職打工/實習,"$5,001-$10,000",KKBOX
45,男,83,苗栗縣,每週3次,iPhone,Spotify,iTunes,KKBOX,Spotify		,KKBOX		,Mixer Box		,Apple Music		,My Music		,QQ音樂,Street Voice 街聲		,會,每週4次以上,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$10,001-$20,000",Spotify
8,女,82,新北市,每週3次,iPhone,iTunes,Spotify,KKBOX,Apple Music		,Spotify		,KKBOX		,Street Voice 街聲		,My Music		,Mixer Box		,QQ音樂,會,每週4次以上,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 未兼職,"$5,001-$10,000",Apple Music
1,女,83,台北市,每週3次,iPhone,Mixer Box,Spotify,KKBOX,Spotify		,Apple Music		,Mixer Box		,KKBOX		,Street Voice 街聲		,My Music		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",Mixer Box
34,男,71,台北市,每週3次,iPhone,KKBOX,Apple Music,Mixer Box,Apple Music		,KKBOX		,Mixer Box		,QQ音樂,My Music		,Spotify		,Street Voice 街聲		,會,每週1~2次,有,我願意付費使用YouTubeMusic,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",Mixer Box
23,男,75,高雄市,每週3次,其他，請填答,KKBOX,friday音樂,NONE,Spotify		,KKBOX		,My Music		,Apple Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我不願意使用YouTubeMusic,待業中,"$5,000以下",KKBOX
24,女,73,高雄市,每週3次,Asus,KKBOX,iTunes,NONE,KKBOX		,Street Voice 街聲		,Apple Music		,Spotify		,My Music		,Mixer Box		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",KKBOX
15,女,87,新北市,每週3次,iPhone,Spotify,KKBOX,NONE,Spotify		,KKBOX		,Mixer Box		,Apple Music		,Street Voice 街聲		,QQ音樂,My Music		,會,每週1~2次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,000以下",Spotify
33,男,81,台中市,每週3次,iPhone,Spotify,KKBOX,NONE,KKBOX		,Spotify		,Apple Music		,My Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,會,每週1~2次,有,我願意付費使用YouTubeMusic,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",KKBOX
36,男,88,高雄市,每週3次,OPPO,Spotify,KKBOX,NONE,Spotify		,KKBOX		,Street Voice 街聲		,Apple Music		,Mixer Box		,My Music		,QQ音樂,會,每週4次以上,無,我不願意使用YouTubeMusic,學生 - 未兼職,"$5,001-$10,000",Spotify
46,女,88,台北市,每週3次,其他，請填答,百度影音,KKBOX,NONE,KKBOX		,My Music		,Apple Music		,Spotify		,Street Voice 街聲		,Mixer Box		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,001-$10,000",KKBOX
18,女,87,雲林縣,每週3次,iPhone,KKBOX,MB3,NONE,Spotify		,KKBOX		,Apple Music		,Mixer Box		,My Music		,QQ音樂,Street Voice 街聲		,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,000以下",Mixer Box
19,女,81,高雄市,每週3次,Samsung,KKBOX,Mixer Box,NONE,Mixer Box		,KKBOX		,Apple Music		,My Music		,Spotify		,Street Voice 街聲		,QQ音樂,會,每週1~2次,無,我只願意使用YouTubeMusic的免費版本(會有廣告),待業中,"$5,000以下",Mixer Box
30,男,87,台北市,每週3次,Asus,KKBOX,My Music,NONE,Spotify		,KKBOX		,My Music		,Mixer Box		,Apple Music		,Street Voice 街聲		,QQ音樂,會,每週3次,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 未兼職,"$5,000以下",Mixer Box
32,女,85,台北市,每週3次,其他，請填答,Apple Music,NONE,NONE,My Music		,Spotify		,Street Voice 街聲		,KKBOX		,Mixer Box		,Apple Music		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 未兼職,"$5,000以下",My Music
6,男,83,新北市,每週3次,SONY,KKBOX,NONE,NONE,KKBOX		,Spotify		,My Music		,Mixer Box		,QQ音樂,Apple Music		,Street Voice 街聲		,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",KKBOX
17,男,84,嘉義縣,每週3次,Asus,KKBOX,NONE,NONE,Apple Music		,Mixer Box		,KKBOX		,My Music		,Spotify		,Street Voice 街聲		,QQ音樂,會,每週3次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",KKBOX
42,男,83,台北市,每週3次,SONY,KKBOX,NONE,NONE,KKBOX		,Spotify		,Street Voice 街聲		,QQ音樂,Mixer Box		,My Music		,Apple Music		,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$50,001-$60,000",KKBOX
21,女,81,台北市,每週3次,iPhone,Spotify,NONE,NONE,Spotify		,KKBOX		,Apple Music		,My Music		,Street Voice 街聲		,QQ音樂,Mixer Box		,會,每週3次,無,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",Spotify
25,男,83,台北市,每週3次,HTC,Spotify,NONE,NONE,Mixer Box		,Spotify		,KKBOX		,Street Voice 街聲		,Apple Music		,QQ音樂,My Music		,會,每週4次以上,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",Mixer Box
43,女,84,台北市,每週3次,Asus,Spotify,NONE,NONE,Spotify		,KKBOX		,Apple Music		,Street Voice 街聲		,QQ音樂,My Music		,Mixer Box		,會,每週4次以上,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$5,000以下",Spotify
44,女,83,台北市,每週3次,iPhone,Spotify,NONE,NONE,Spotify		,Apple Music		,Street Voice 街聲		,Mixer Box		,KKBOX		,My Music		,QQ音樂,會,每週1~2次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",Mixer Box
39,女,57,雲林縣,每週3次,SONY,YouTube,NONE,NONE,Apple Music		,Spotify		,KKBOX		,Street Voice 街聲		,Mixer Box		,QQ音樂,My Music		,會,每週3次,無,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",其他
31,男,77,彰化縣,每週3次,HTC,KKBOX,QQ,NONE,KKBOX		,Apple Music		,QQ音樂,Mixer Box		,My Music		,Street Voice 街聲		,Spotify		,會,每週1~2次,無,我願意付費使用YouTubeMusic,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",KKBOX
2,男,84,新北市,每週3次,iPhone,KKBOX,Spotify,NONE,Spotify		,Mixer Box		,Street Voice 街聲		,KKBOX		,My Music		,Apple Music		,QQ音樂,會,每週4次以上,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$10,001-$20,000",Mixer Box
3,女,87,高雄市,每週3次,HTC,KKBOX,Spotify,NONE,KKBOX		,Spotify		,Apple Music		,My Music		,Mixer Box		,Street Voice 街聲		,QQ音樂,會,每週3次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$10,001-$20,000",KKBOX
4,女,82,台北市,每週3次,iPhone,KKBOX,Spotify,NONE,KKBOX		,Apple Music		,Spotify		,Mixer Box		,Street Voice 街聲		,My Music		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我願意付費使用YouTubeMusic,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",KKBOX
5,男,87,新北市,每週3次,iPhone,KKBOX,Spotify,NONE,Spotify		,Apple Music		,KKBOX		,Mixer Box		,My Music		,QQ音樂,Street Voice 街聲		,會,每週1~2次,有,我不願意使用YouTubeMusic,學生 - 未兼職,"$5,000以下",Spotify
10,女,86,高雄市,每週3次,Samsung,KKBOX,Spotify,NONE,KKBOX		,Mixer Box		,Spotify		,My Music		,Street Voice 街聲		,Apple Music		,QQ音樂,不會，但使用電腦時會使用YouTube網頁版聽音樂,NONE,有,我不願意使用YouTubeMusic,學生 - 未兼職,"$5,001-$10,000",Mixer Box
12,女,87,高雄市,每週3次,HTC,KKBOX,Spotify,NONE,Spotify		,KKBOX		,QQ音樂,Apple Music		,My Music		,Street Voice 街聲		,Mixer Box		,會,每週4次以上,無,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 兼職打工/實習,"$10,001-$20,000",KKBOX
26,女,87,桃園市,每週3次,iPhone,KKBOX,Spotify,NONE,Spotify		,Street Voice 街聲		,QQ音樂,Mixer Box		,KKBOX		,Apple Music		,My Music		,會,每週3次,有,我只願意使用YouTubeMusic的免費版本(會有廣告),學生 - 未兼職,"$5,001-$10,000",Apple Music
35,男,74,彰化縣,每週3次,iPhone,KKBOX,Spotify,NONE,KKBOX		,Spotify		,Apple Music		,My Music		,Mixer Box		,QQ音樂,Street Voice 街聲		,不會,NONE,有,我只願意使用YouTubeMusic的免費版本(會有廣告),全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",KKBOX
